id,ciudad,tipo,area_m2,alcobas,banos,precio_cop,lat,lon,fecha,estado
CO027523,B/quilla,Apartamento,170.6,4,2,265800000.0,11.03091,-74.747532,2024-07-17,remodelacion
CO021776,BOGOTA,Apartaestudio,130.8,3,1,227200000.0,4.645492,-74.076315,2024-11-05,publicada
CO005933,Cali,Casa,94.3,3,1,107000000.0,3.468978,-76.453539,2024-06-06,remodelacion
CO026535,Bogotá,Apartamento,86.8,2,1,176700000.0,4.613284,-74.08995,2024-06-18,publicada
CO017424,Bogota D.C.,Apartaestudio,122.6,4,2,220100000.0,4.662129,-74.142568,2024-04-09,publicada
CO041042,Medellin,Casa,167.4,3,1,270800000.0,6.295391,-75.623043,2024-09-19,publicada
CO009197,Bogota,Local,86.0,3,3,138700000.0,4.674849,-74.060595,2024-02-11,vendida
CO040150,Santiago de Cali,Local,137.6,3,2,206300000.0,3.431259,-76.513251,2024-07-14,publicada
CO030996,Medellin,Apartaestudio,76.7,2,2,113900000.0,6.287865,-75.637743,2024-07-25,remodelacion
CO026690,Bogota,Apartaestudio,140.8,2,2,199300000.0,4.648158,-74.091864,2024-08-03,publicada
CO033417,Medellin,Apartaestudio,155.5,3,3,290300000.0,6.207599,-75.571018,2024-08-12,vendida
CO044677,Santiago de Cali,Casa,99.1,1,1,122400000.0,3.474437,-76.456641,2024-07-20,comprada
CO030449,Bogota D.C.,Casa,121.2,4,3,231400000.0,4.668935,-74.075345,2024-12-13,comprada
CO019694,BOGOTA,Local,55.2,3,2,108700000.0,4.632003,-74.16206,2024-02-04,vendida
CO044221,MEDELLIN,Casa,139.8,4,2,246700000.0,6.299743,-75.532565,2024-06-17,remodelacion
CO022666,Bogota D.C.,Apartamento,98.7,2,2,183200000.0,4.587422,-74.151523,2024-10-04,vendida
CO004154,BOGOTA,Apartamento,121.4,2,2,260100000.0,4.621755,-74.118629,2024-03-10,comprada
CO006055,B/quilla,Local,124.6,2,1,154500000.0,11.027124,-74.781275,2024-01-25,comprada
CO011515,Cali,Casa,118.0,3,3,181800000.0,3.385805,-76.563404,2024-07-04,comprada
CO026989,Barranquilla,Casa,92.4,1,1,122000000.0,10.915669,-74.823764,2024-11-14,comprada
CO013656,Cali,Apartaestudio,102.3,3,3,140500000.0,3.389104,-76.563174,2024-01-06,comprada
CO015953,Cali,Casa,92.5,3,1,121900000.0,3.380095,-76.480018,2024-04-21,comprada
CO024488,MEDELLIN,Apartamento,128.3,3,1,203100000.0,6.192457,-75.630741,2024-06-01,publicada
CO009879,B/quilla,Apartamento,77.9,1,1,94700000.0,10.958262,-74.809959,2024-11-13,vendida
CO021366,Medellin,Apartaestudio,178.1,2,3,267400000.0,6.213611,-75.593919,2024-09-26,remodelacion
CO013393,Medellin,Casa,39.0,4,2,60000000,6.307877,-75.603422,2024-12-19,vendida
CO001500,Cali,Apartaestudio,87.9,2,2,155800000.0,3.46841,-76.473956,2024-08-25,comprada
CO043857,Bogota D.C.,Apartamento,103.5,2,1,128800000.0,4.590828,-74.050801,2024-10-05,vendida
CO006221,B/quilla,Apartaestudio,56.7,1,2,61500000.0,10.977261,-74.846338,2024-02-12,vendida
CO032343,Santiago de Cali,Local,111.1,3,2,141800000.0,3.483102,-76.578814,2024-12-14,publicada
CO017351,Barranquilla,Casa,139.6,3,2,164500000.0,10.960355,-74.785588,2024-12-14,publicada
CO000894,Bogota D.C.,Apartamento,64.9,3,1,90900000.0,4.686252,-74.131386,2024-08-05,publicada
CO039317,Cali,Apartaestudio,57.3,3,2,80000000.0,3.384212,-76.559302,2024-06-14,comprada
CO032666,Santiago de Cali,Local,117.2,3,1,152100000.0,3.440317,-76.494426,2024-10-18,comprada
CO001964,Bogota,Apartaestudio,126.8,3,2,229500000.0,4.666869,-74.156467,2024-01-14,remodelacion
CO014834,Barranquilla,Casa,66.4,2,2,72600000.0,10.940208,-74.760376,2024-08-15,comprada
CO003695,Bogota,Apartamento,121.6,2,2,205300000.0,4.606165,-74.161323,2024-02-08,publicada
CO043505,Santiago de Cali,Apartamento,121.5,2,1,163000000.0,3.481152,-76.509466,2024-10-26,vendida
CO025427,Santiago de Cali,Apartamento,181.9,3,3,249000000.0,3.379025,-76.454296,2024-12-24,publicada
CO030523,Santiago de Cali,Apartamento,74.0,1,2,125900000.0,3.438185,-76.455388,2024-10-14,vendida
CO008351,MEDELLIN,Local,92.0,2,3,151700000.0,6.212849,-75.514485,2024-08-06,vendida
CO018701,Medellin,Apartaestudio,143.2,4,1,159800000.0,6.186731,-75.507732,2024-08-15,publicada
CO014938,Bogota D.C.,Casa,112.5,1,3,124000000.0,4.674813,-74.153302,2024-09-28,publicada
CO000201,Bogotá,Local,151.9,3,3,256.2,4.681796,-74.109792,2024-08-10,vendida
CO012801,Barranquilla,Apartaestudio,154.4,2,2,203400000.0,10.982697,-74.785007,2024-02-26,publicada
CO017209,B/quilla,Apartaestudio,105.5,3,1,136500000.0,10.989989,-74.762301,2024-11-22,publicada
CO034548,Barranquilla,Local,96.5,2,2,124400000.0,10.920611,-74.766648,2024-02-05,remodelacion
CO031566,Santiago de Cali,Apartaestudio,195.9,1,2,277900000.0,3.389102,-76.564474,2024-10-20,comprada
CO042300,Medellin,Casa,32.9,3,1,60900000.0,6.208212,-75.581979,2024-06-26,publicada
CO041656,B/quilla,Local,135.3,4,1,177000000.0,10.912294,-74.747468,2024-04-19,comprada
CO030928,Barranquilla,Casa,95.2,4,2,95100000.0,10.914312,-74.743957,2024-02-13,vendida
CO032498,Bogotá,Local,114.0,4,2,180600000.0,4.617111,-74.146542,2024-03-07,comprada
CO027393,Bogota D.C.,Apartamento,108.5,1,1,169900000.0,4.619905,-74.107861,2024-12-03,comprada
CO037650,Medellin,Local,73.9,3,3,136500000.0,6.262247,-75.611754,2024-06-20,remodelacion
CO026982,Barranquilla,Apartaestudio,76.9,3,1,101000000.0,10.917511,-74.827377,2024-11-22,comprada
CO024273,Santiago de Cali,Casa,183.6,4,2,244700000.0,3.3939,-76.526001,2024-02-06,publicada
CO038664,Barranquilla,Casa,132.8,1,2,175100000.0,10.913333,-74.774573,2024-10-14,publicada
CO044794,Barranquilla,Apartamento,139.2,4,2,137300000.0,10.957529,-74.858467,2024-01-04,vendida
CO020281,Santiago de Cali,Apartamento,71.3,2,2,61600000.0,3.486635,-76.499823,2024-09-28,publicada
CO035443,BOGOTA,Apartaestudio,140.8,1,2,242.6,4.716327,-74.169596,2024-05-10,remodelacion
CO014925,Bogotá,Local,64.3,1,1,129300000.0,4.679877,-74.167704,2024-12-02,vendida
CO028197,Bogotá,Casa,120.7,4,2,179300000.0,4.622887,-74.033227,2024-04-19,publicada
CO011420,Barranquilla,Local,78.9,4,2,75500000.0,10.982184,-74.74471,2024-01-18,publicada
CO011569,Bogota D.C.,Casa,101.3,4,1,129800000.0,4.582029,-74.110179,2024-11-14,publicada
CO034672,Bogotá,Casa,165.7,3,1,217200000.0,4.613025,-74.107632,2024-07-23,publicada
CO019483,B/quilla,Casa,190.4,2,2,260800000.0,11.047659,-74.754731,2024-11-06,remodelacion
CO015496,Bogotá,Apartamento,60.4,2,2,132400000.0,4.660937,-74.133444,2024-09-09,publicada
CO028934,MEDELLIN,Casa,65.7,2,1,119200000.0,6.235038,-75.517926,2024-11-06,comprada
CO015887,Medellín,Casa,47.8,2,1,60000000,6.214434,-75.638973,2024-11-02,comprada
CO044047,Barranquilla,Apartamento,102.7,3,3,105600000.0,11.0006,-74.814527,2024-07-26,publicada
CO003804,Barranquilla,Apartamento,97.4,3,3,123500000.0,10.942549,-74.730351,2024-07-17,vendida
CO000883,Barranquilla,Local,137.3,3,3,206800000.0,11.030596,-74.745131,2024-07-01,publicada
CO014535,Medellin,Casa,167.9,1,2,283500000.0,6.196654,-75.604314,2024-06-05,remodelacion
CO039066,Medellín,Casa,159.4,3,1,339500000.0,6.244745,-75.556463,2024-05-26,publicada
CO003270,Medellin,Local,109.2,3,3,181800000.0,6.255883,-75.635974,2024-09-22,remodelacion
CO007191,Bogota D.C.,Apartaestudio,83.4,3,1,116600000.0,4.667217,-74.14963,2024-12-28,comprada
CO013010,Barranquilla,Casa,103.9,3,2,117000000.0,11.017189,-74.853188,2024-07-05,publicada
CO011483,Medellín,Casa,185.8,1,3,271900000.0,6.202062,-75.608034,2024-05-21,comprada
CO002337,MEDELLIN,Local,143.2,4,2,180900000.0,6.184644,-75.576252,2024-01-25,vendida
CO001984,B/quilla,Apartaestudio,112.2,2,1,127800000.0,10.944295,-74.866089,2024-07-27,remodelacion
CO027938,Medellín,Apartamento,109.9,2,1,157900000.0,6.207754,-75.513983,2024-06-26,publicada
CO009379,Barranquilla,Apartaestudio,109.9,3,2,143300000.0,10.963079,-74.773033,2024-01-12,publicada
CO037178,B/quilla,Local,153.6,1,2,187000000.0,10.947362,-74.778314,2024-09-02,comprada
CO028772,B/quilla,Casa,132.1,3,3,150700000.0,11.049577,-74.819345,2024-08-16,publicada
CO031869,Bogotá,Local,117.8,3,1,219300000.0,4.655519,-74.080067,2024-06-17,vendida
CO039089,B/quilla,Local,60.0,3,1,65500000.0,10.954609,-74.843895,2024-02-06,publicada
CO011932,Cali,Apartamento,148.9,4,1,207600000.0,3.468782,-76.53361,2024-02-11,remodelacion
CO025304,Santiago de Cali,Casa,106.1,2,1,118500000.0,3.388309,-76.488859,2024-05-12,vendida
CO015610,Santiago de Cali,Casa,135.6,3,1,169100000.0,3.495942,-76.494137,2024-02-12,publicada
CO008209,BOGOTA,Apartaestudio,128.8,2,2,175000000.0,4.637548,-74.126104,2024-01-14,remodelacion
CO009638,Bogota D.C.,Apartamento,113.5,2,2,210500000.0,4.679739,-74.139528,2024-07-02,vendida
CO015569,Bogotá,Apartamento,139.9,3,2,238700000.0,4.628535,-74.101877,2024-10-11,comprada
CO036911,Barranquilla,Apartaestudio,131.9,4,1,183600000.0,10.982665,-74.762896,2024-01-17,vendida
CO035860,Bogotá,Apartaestudio,218.3,3,2,300600000.0,4.635861,-74.06645,2024-01-06,remodelacion
CO032792,BOGOTA,Apartaestudio,142.5,1,3,241700000.0,4.585123,-74.14065,2024-03-14,vendida
CO010175,Cali,Apartaestudio,168.9,3,1,169700000.0,3.403684,-76.487942,2024-11-05,publicada
CO003769,B/quilla,Local,123.9,3,1,117500000.0,10.997339,-74.787547,2024-12-14,comprada
CO013937,BOGOTA,Apartamento,134.5,2,2,207500000.0,4.646877,-74.158838,2024-04-19,comprada
CO011940,Barranquilla,Casa,43.6,3,3,60000000,11.033516,-74.837204,2024-07-07,publicada
CO029697,Bogota D.C.,Local,139.9,4,1,238600000.0,4.620643,-74.051224,2024-08-28,publicada
CO000025,Bogota D.C.,Apartamento,85.0,3,1,132400000.0,4.614789,-74.131232,2024-09-17,remodelacion
CO012912,Barranquilla,Casa,136.6,3,1,182700000.0,10.913151,-74.858861,2024-06-13,comprada
CO000127,Medellin,Apartaestudio,60.6,3,2,91900000.0,6.170772,-75.60608,2024-08-01,comprada
CO026422,Cali,Local,150.2,1,1,220800000.0,3.405192,-76.458173,2024-06-15,publicada
CO007145,MEDELLIN,Apartaestudio,65.2,3,2,102200000.0,6.289801,-75.562793,2024-09-25,remodelacion
CO029429,Bogota D.C.,Apartaestudio,92.8,3,2,124600000.0,4.651402,-74.155987,2024-05-06,publicada
CO029574,MEDELLIN,Apartamento,217.4,4,1,207100000.0,6.176369,-75.556589,2024-09-12,vendida
CO003850,Santiago de Cali,Apartamento,128.8,4,1,110300000.0,3.504615,-76.455387,2024-07-26,vendida
CO023194,Barranquilla,Apartaestudio,111.2,2,3,130600000.0,11.01288,-74.787176,2024-07-16,remodelacion
CO022116,Cali,Apartaestudio,152.7,2,2,176200000.0,3.392357,-76.575194,2024-10-04,comprada
CO036253,Bogota D.C.,Apartamento,161.7,4,2,248700000.0,4.683995,-74.086785,2024-10-02,publicada
CO002677,Cali,Apartamento,83.7,4,3,131500000.0,3.502741,-76.53013,2024-03-24,remodelacion
CO024328,Medellin,Apartamento,57.3,4,2,127600000.0,6.265946,-75.567616,2024-07-08,remodelacion
CO037426,Cali,Local,133.3,4,1,157100000.0,3.431697,-76.464614,2024-09-16,remodelacion
CO001073,Medellín,Local,113.5,2,1,89900000.0,6.23097,-75.582094,2024-06-28,comprada
CO018180,B/quilla,Apartaestudio,179.0,3,2,147400000.0,11.022727,-74.840263,2024-03-24,vendida
CO044373,MEDELLIN,Casa,153.0,2,1,304600000.0,6.297217,-75.567487,2024-03-12,remodelacion
CO029010,Santiago de Cali,Apartamento,65.4,2,2,94800000.0,3.392531,-76.491553,2024-01-02,remodelacion
CO024465,Barranquilla,Local,168.5,3,2,229900000.0,10.987379,-74.864511,2024-01-01,comprada
CO028251,Bogotá,Local,128.2,1,1,167700000.0,4.662147,-74.113399,2024-12-11,publicada
CO042484,Barranquilla,Apartaestudio,109.9,2,2,131300000.0,10.976659,-74.773349,2024-11-15,publicada
CO039213,Medellin,Local,163.8,3,2,267700000.0,6.283964,-75.574327,2024-07-10,publicada
CO036597,Medellin,Apartaestudio,210.6,3,1,386000000.0,6.260836,-75.578813,2024-09-07,publicada
CO012187,MEDELLIN,Local,94.6,1,2,156600000.0,6.213197,-75.635198,2024-05-19,comprada
CO008967,Bogotá,Casa,149.9,3,3,261000000.0,4.683067,-74.041657,2024-05-22,publicada
CO030174,Bogotá,Apartaestudio,151.7,4,1,280100000.0,4.665567,-74.112784,2024-04-04,remodelacion
CO016318,Barranquilla,Casa,34.4,2,2,60000000,11.003514,-74.854084,2024-10-09,comprada
CO037786,B/quilla,Casa,96.7,2,2,90700000.0,11.045139,-74.7763,2024-03-21,vendida
CO027616,Medellin,Local,94.6,2,1,106100000.0,6.170306,-75.569628,2024-07-28,publicada
CO039431,Medellin,Apartamento,198.5,2,1,305500000.0,6.267073,-75.626253,2024-06-26,vendida
CO008676,B/quilla,Local,148.2,2,2,166400000.0,11.046046,-74.866345,2024-07-15,remodelacion
CO005930,Cali,Local,142.0,3,1,225100000.0,3.472816,-76.45708,2024-10-07,comprada
CO004783,Medellin,Apartaestudio,87.0,4,2,134600000.0,6.237979,-75.535433,2024-06-06,publicada
CO020189,Cali,Local,154.8,1,3,155500000.0,3.441118,-76.513527,2024-10-19,remodelacion
CO013374,Santiago de Cali,Local,159.6,4,3,293200000.0,3.400175,-76.451594,2024-12-05,comprada
CO031519,Bogota,Apartamento,171.2,1,3,369100000.0,4.58255,-74.141897,2024-11-27,publicada
CO043871,Medellín,Apartaestudio,159.6,4,1,221000000.0,6.203291,-75.611956,2024-11-06,comprada
CO005270,MEDELLIN,Local,73.7,4,1,120400000.0,6.307154,-75.512154,2024-02-17,publicada
CO002544,BOGOTA,Apartaestudio,82.9,2,3,133000000.0,4.680116,-74.125775,2024-12-09,remodelacion
CO041604,Bogota,Apartaestudio,173.6,3,1,255000000.0,4.687364,-74.137486,2024-03-22,publicada
CO028790,Barranquilla,Casa,153.7,1,2,171400000.0,11.037011,-74.805357,2024-11-21,publicada
CO023924,Medellin,Casa,96.6,2,2,111900000.0,6.228805,-75.527633,2024-01-23,publicada
CO043507,B/quilla,Local,104.4,3,1,140500000.0,11.022691,-74.794513,2024-04-11,vendida
CO016061,Cali,Apartaestudio,126.6,3,3,174100000.0,3.494485,-76.5361,2024-10-08,remodelacion
CO021245,B/quilla,Apartaestudio,147.2,1,2,138300000.0,11.047724,-74.74389,2024-11-23,publicada
CO008169,Bogota D.C.,Casa,77.7,1,1,115000000.0,4.603497,-74.082904,2024-05-15,remodelacion
CO014118,Bogotá,Local,114.5,3,2,170900000.0,4.681983,-74.077824,2024-06-19,comprada
CO010814,Santiago de Cali,Local,177.6,4,3,265800000.0,3.505553,-76.552621,2024-03-28,publicada
CO021243,B/quilla,Apartamento,169.8,2,3,147400000.0,10.940807,-74.826021,2024-10-17,vendida
CO040236,Medellin,Apartaestudio,105.6,1,2,190600000.0,6.270582,-75.540756,2024-04-14,vendida
CO024543,MEDELLIN,Casa,227.5,3,2,347400000.0,6.294609,-75.55163,2024-06-04,vendida
CO009239,Bogota D.C.,Apartaestudio,141.7,1,1,109600000.0,4.697041,-74.108424,2024-10-18,remodelacion
CO008814,Bogotá,Local,93.4,3,1,152800000.0,4.68719,-74.048866,2024-09-07,publicada
CO013763,Cali,Local,132.2,3,3,158500000.0,3.38223,-76.587112,2024-09-13,comprada
CO025152,B/quilla,Apartamento,76.0,2,2,83100000.0,10.937086,-74.777378,2024-12-26,remodelacion
CO043246,Medellin,Apartaestudio,92.6,4,2,147500000.0,6.171328,-75.587417,2024-04-27,publicada
CO003223,Medellin,Apartamento,146.7,4,2,309500000.0,6.270515,-75.608868,2024-01-18,publicada
CO018596,Medellín,Local,53.6,2,1,87900000.0,6.175575,-75.535438,2024-08-16,publicada
CO021109,Cali,Apartamento,131.7,3,3,187500000.0,3.406214,-76.511255,2024-09-20,publicada
CO035526,Cali,Casa,117.0,3,1,138900000.0,3.491663,-76.494927,2024-06-27,vendida
CO037700,Barranquilla,Local,118.2,3,2,128800000.0,11.034024,-74.731482,2024-09-11,publicada
CO030214,Cali,Apartamento,100.3,1,1,102200000.0,3.452921,-76.463766,2024-08-23,comprada
CO002111,Medellín,Casa,178.5,3,1,263900000.0,6.298546,-75.564061,2024-06-26,comprada
CO013915,Cali,Casa,201.5,2,1,239600000.0,3.399775,-76.528317,2024-01-04,publicada
CO005319,Barranquilla,Apartaestudio,121.5,3,1,160100000.0,10.94305,-74.73822,2024-07-15,publicada
CO004315,B/quilla,Local,61.1,3,2,60000000,10.947831,-74.84712,2024-08-02,comprada
CO021148,Santiago de Cali,Apartamento,130.6,1,3,176200000.0,3.402405,-76.582663,2024-01-05,comprada
CO003321,Cali,Apartamento,200.5,3,2,223000000.0,3.385569,-76.572189,2024-10-17,vendida
CO036449,B/quilla,Casa,111.7,4,1,135000000.0,10.990056,-74.800426,2024-12-24,publicada
CO012365,BOGOTA,Local,143.6,2,2,211700000.0,4.683892,-74.152369,2024-07-19,comprada
CO025352,Medellín,Apartaestudio,112.7,2,1,186500000.0,6.206127,-75.536866,2024-07-24,publicada
CO018189,Medellín,Casa,211.4,3,2,309500000.0,6.218576,-75.505659,2024-02-28,vendida
CO003501,MEDELLIN,Apartamento,132.8,2,1,218600000.0,6.308007,-75.578754,2024-05-25,comprada
CO019634,BOGOTA,Apartaestudio,123.1,3,1,226200000.0,4.657567,-74.118804,2024-05-23,publicada
CO025710,Bogota D.C.,Apartaestudio,124.5,1,2,167700000.0,4.652088,-74.074331,2024-04-23,publicada
CO040493,Santiago de Cali,Apartamento,74.5,4,1,106300000.0,3.478744,-76.53119,2024-04-15,publicada
CO000220,Barranquilla,Apartaestudio,146.2,2,1,140400000.0,10.961321,-74.758085,2024-11-21,remodelacion
CO039846,Santiago de Cali,Casa,88.9,4,3,152300000.0,3.41999,-76.47788,2024-05-07,comprada
CO016132,MEDELLIN,Local,169.5,2,2,194900000.0,6.19792,-75.624033,2024-02-03,comprada
CO000260,MEDELLIN,Apartaestudio,108.5,1,1,189100000.0,6.251668,-75.628796,2024-12-19,publicada
CO022034,MEDELLIN,Apartamento,72.0,4,1,90500000.0,6.23119,-75.62612,2024-01-11,comprada
CO034944,Cali,Casa,97.4,3,2,148500000.0,3.489994,-76.501909,2024-06-05,publicada
CO021568,Santiago de Cali,Local,83.8,3,1,66600000.0,3.486196,-76.499597,2024-03-03,comprada
CO017946,B/quilla,Casa,88.7,3,2,98.7,11.013832,-74.795367,2024-12-01,vendida
CO042588,Bogota D.C.,Casa,177.2,2,3,230700000.0,4.593831,-74.114811,2024-02-11,comprada
CO040219,Medellin,Apartaestudio,218.3,2,2,271600000.0,6.20612,-75.501233,2024-01-13,vendida
CO005196,Cali,Apartamento,102.9,4,1,131400000.0,3.412825,-76.553914,2024-05-22,comprada
CO023408,Barranquilla,Casa,68.6,2,2,82400000.0,11.029374,-74.730999,2024-10-27,remodelacion
CO028491,Cali,Apartamento,168.3,4,2,260700000.0,3.458864,-76.515698,2024-04-11,vendida
CO006234,Santiago de Cali,Casa,147.4,4,1,,3.483987,-76.481296,2024-12-03,remodelacion
CO003807,Barranquilla,Apartamento,111.7,2,1,171600000.0,11.031434,-74.838652,2024-04-08,publicada
CO036433,Medellín,Apartamento,116.2,2,1,147300000.0,6.201876,-75.585519,2024-08-22,comprada
CO015995,Barranquilla,Casa,114.8,2,1,151700000.0,10.989859,-74.778703,2024-08-05,comprada
CO004371,Medellín,Apartamento,199.0,3,1,248100000.0,6.308979,-75.502075,2024-02-05,vendida
CO000769,B/quilla,Apartamento,129.4,2,3,117500000.0,11.003262,-74.848005,2024-02-06,publicada
CO001649,Medellín,Apartaestudio,79.7,1,2,89500000.0,6.235208,-75.520329,2024-05-13,publicada
CO002195,Bogotá,Casa,105.0,1,1,217700000.0,4.628291,-74.055717,2024-04-16,vendida
CO012741,Cali,Apartamento,155.6,1,3,,3.453189,-76.455616,2024-08-27,publicada
CO039294,Cali,Apartaestudio,90.5,1,3,139600000.0,3.385103,-76.558454,2024-12-02,vendida
CO039288,Cali,Apartaestudio,147.0,1,2,213200000.0,3.46766,-76.526172,2024-07-04,vendida
CO032626,Cali,Local,90.0,1,2,109200000.0,3.395477,-76.508619,2024-06-07,publicada
CO015226,Bogota D.C.,Local,93.7,2,3,131500000.0,4.685116,-74.128113,2024-08-15,publicada
CO007309,B/quilla,Casa,133.4,4,1,136600000.0,10.98746,-74.863638,2024-01-15,vendida
CO030840,B/quilla,Casa,174.4,3,1,200000000.0,10.987923,-74.74977,2024-05-26,comprada
CO015021,Medellín,Apartamento,132.6,2,1,210000000.0,6.255448,-75.526421,2024-07-27,comprada
CO042489,Santiago de Cali,Apartaestudio,130.4,3,2,149900000.0,3.493709,-76.481925,2024-12-28,vendida
CO027897,MEDELLIN,Local,138.6,3,1,190600000.0,6.174466,-75.51389,2024-04-22,publicada
CO026740,BOGOTA,Apartaestudio,134.4,3,1,176100000.0,4.713296,-74.110233,2024-12-18,publicada
CO015280,MEDELLIN,Apartaestudio,118.0,2,3,135900000.0,6.215566,-75.621874,2024-01-14,comprada
CO013055,Cali,Local,28,2,1,60000000,3.372626,-76.559985,2024-01-09,publicada
CO034313,Cali,Apartamento,102.2,1,3,166200000.0,3.432594,-76.468098,2024-11-16,remodelacion
CO039513,BOGOTA,Casa,77.4,3,1,128800000.0,4.656828,-74.160509,2024-08-10,publicada
CO030265,Barranquilla,Apartaestudio,220.3,4,3,226500000.0,10.959762,-74.730805,2024-05-07,comprada
CO012569,Cali,Local,84.8,2,3,132000000.0,3.398853,-76.457743,2024-05-13,comprada
CO013491,Bogota D.C.,Apartaestudio,88.5,3,3,143100000.0,4.704321,-74.106712,2024-09-23,publicada
CO026179,B/quilla,Casa,87.5,1,1,94000000.0,10.995787,-74.771503,2024-12-07,publicada
CO025072,Medellin,Apartaestudio,72.0,3,2,109800000.0,6.25031,-75.588426,2024-09-14,comprada
CO006776,B/quilla,Apartaestudio,98.9,4,3,147800000.0,11.031244,-74.743837,2024-12-01,publicada
CO023848,Cali,Local,167.3,2,1,154500000.0,3.478084,-76.450584,2024-06-06,remodelacion
CO001915,Cali,Apartamento,92.4,3,3,139800000.0,3.432689,-76.567554,2024-11-13,remodelacion
CO042668,BOGOTA,Local,99.3,1,2,174200000.0,4.645323,-74.092644,2024-04-25,publicada
CO023559,B/quilla,Apartamento,185.9,2,1,222900000.0,10.978243,-74.848384,2024-04-07,vendida
CO038317,Barranquilla,Casa,51.4,3,2,74900000.0,11.001045,-74.79898,2024-10-18,comprada
CO004866,MEDELLIN,Apartaestudio,109.3,3,2,170900000.0,6.256482,-75.6006,2024-02-03,publicada
CO012742,Barranquilla,Apartaestudio,129.9,2,2,119900000.0,10.915927,-74.827633,2024-04-27,remodelacion
CO017839,Santiago de Cali,Apartamento,123.2,2,2,196600000.0,3.497031,-76.537313,2024-03-22,remodelacion
CO002748,Bogota,Casa,28,1,2,60000000,4.680779,-74.068718,2024-11-12,publicada
CO024180,Medellin,Apartaestudio,190.1,4,1,271500000.0,6.255529,-75.519884,2024-06-26,vendida
CO044201,Barranquilla,Local,84.0,4,1,113600000.0,10.962817,-74.825351,2024-06-27,publicada
CO008359,Bogotá,Local,143.7,4,2,220600000.0,4.605575,-74.084953,2024-02-07,remodelacion
CO032724,B/quilla,Casa,124.2,2,1,109000000.0,10.969929,-74.808894,2024-12-15,comprada
CO028512,Cali,Apartamento,209.8,3,1,242000000.0,3.434264,-76.569927,2024-10-25,comprada
CO007965,Bogotá,Apartamento,98.9,3,2,181200000.0,4.591574,-74.154751,2024-01-28,comprada
CO009717,Cali,Apartaestudio,93.1,2,2,111500000.0,3.503855,-76.543776,2024-11-28,publicada
CO015060,B/quilla,Apartamento,83.2,4,1,97100000.0,10.99843,-74.742708,2024-11-01,comprada
CO041232,Medellin,Apartaestudio,64.8,3,2,126000000.0,6.28466,-75.5722,2024-11-28,publicada
CO010195,Cali,Apartaestudio,208.8,4,1,252700000.0,3.462727,-76.556992,2024-10-13,remodelacion
CO039064,MEDELLIN,Local,130.3,2,3,166700000.0,6.26839,-75.536695,2024-06-01,comprada
CO035406,Cali,Apartamento,152.2,4,2,161300000.0,3.42009,-76.565286,2024-07-10,remodelacion
CO042518,Medellín,Apartamento,167.0,3,2,253500000.0,6.171014,-75.617463,2024-04-22,publicada
CO011466,B/quilla,Apartamento,102.2,4,1,129000000.0,10.910972,-74.865755,2024-06-18,comprada
CO023787,Medellin,Casa,106.9,2,2,127400000.0,6.171602,-75.632247,2024-05-16,comprada
CO035446,Medellin,Apartamento,87.0,4,1,172900000.0,6.196467,-75.550333,2024-09-09,comprada
CO044259,Bogota D.C.,Apartaestudio,81.4,2,1,,4.674911,-74.085991,2024-07-19,publicada
CO027947,Cali,Casa,107.1,2,2,107000000.0,3.48411,-76.502533,2024-04-25,publicada
CO044905,Bogota D.C.,Local,145.3,2,3,246600000.0,4.673093,-74.106799,2024-11-17,publicada
CO034902,Cali,Apartamento,158.0,2,1,233300000.0,3.43454,-76.459487,2024-07-15,vendida
CO033285,B/quilla,Apartaestudio,129.3,2,1,97700000.0,10.936971,-74.794384,2024-08-05,publicada
CO030953,Medellin,Local,130.7,1,1,210500000.0,6.250081,-75.638145,2024-10-12,vendida
CO015489,Barranquilla,Apartaestudio,90.3,2,2,113500000.0,11.040969,-74.783981,2024-05-06,publicada
CO002630,BOGOTA,Apartamento,116.3,3,2,182200000.0,4.716024,-74.085042,2024-04-15,publicada
CO006506,Bogotá,Local,168.1,3,1,271900000.0,4.631857,-74.06439,2024-01-04,publicada
CO008523,Medellín,Casa,141.3,2,3,215400000.0,6.194166,-75.550879,2024-02-10,comprada
CO005659,B/quilla,Apartaestudio,132.7,3,1,152700000.0,10.995124,-74.817891,2024-02-06,publicada
CO013399,Bogota,Casa,202.7,2,3,332600000.0,4.674683,-74.095442,2024-06-10,remodelacion
CO020678,B/quilla,Apartaestudio,80.0,2,3,108100000.0,10.927314,-74.802301,2024-07-10,publicada
CO006450,Santiago de Cali,Apartaestudio,124.9,2,3,140500000.0,3.436325,-76.562195,2024-09-16,publicada
CO038695,Medellín,Casa,150.3,3,2,219900000.0,6.228023,-75.555511,2024-08-25,vendida
CO015798,MEDELLIN,Apartamento,32.0,3,1,60000000,6.276212,-75.522965,2024-12-06,publicada
CO014819,B/quilla,Apartaestudio,68.9,3,1,70500000.0,11.049456,-74.731599,2024-03-25,publicada
CO005178,Medellin,Apartamento,101.5,3,3,145400000.0,6.303989,-75.597488,2024-08-12,remodelacion
CO008240,MEDELLIN,Local,93.8,2,2,168700000.0,6.261809,-75.510569,2024-09-05,comprada
CO031139,MEDELLIN,Local,45.7,2,1,82500000.0,6.267484,-75.507054,2024-05-02,remodelacion
